title,poem_cleaned
,"Fabrikalar madenleri,"
,Dolar imanı dinleri
,"Emperyalin köçekleri,"
,"Bayrak yasak millet yasak,"
,"Söz söylem eylem yasak,"
,"Yürümek yasak durmak yasak,"
,....................................................
,"Sular, köprü yolları,"
,"Dere ovayla dağları,"
,Tükendi üzüm bağları
,Çıkmaz buğday başakları..
,
Bursa Şiirleri - Özdeş ...,
,"zaman biri Bursa, dese gelir aklıma,"
,"geçer göz önümden, dört mevsimle Uludağ."
,"Biri Uludağ dese, Kent gelir yanıma,"
,"Kestane suyuyla, can katarak canıma..."
,"İskender girmiş ama, toprağın derinine,"
,"Kebabı bayrak açmış, Yurdum ' un enginine."
,"Setbaşı ' nda bülbüller, güle ağıt yakarken,"
,"Güller dudak büküyor, yaş döküyor elime..."
,"Vazgeçti Gencim, sonu çıkmaz işlerden,"
,"Geldi İlk Başkent ' e, sıyrıldı sislerden,"
,"Onurla gezdi Şehri, ' Tek Bayrak - Tek Vatan '"
,"Vurdu alnını secdeye, nefes aldı mislerden..."
,Nevzat Bilgiç
,Sıla Benim Gurbet Benim
,'Memleketime Şiirler'
,Kitabımdan
,
Mertim...,
,"Hiç kimseden korkmam, mert oğlu mertim,"
,"Vatan, bayrak, millet düşmanlarına, sertim,"
,"Saygı duyduğum, anamla, babam milletim,"
,"Hiç kimseden korkmam, mert oğlu mertim,"
,"Vatan, bayrak, millet düşmanlarına, sertim..."
,
Minik Serçeler,
,"Leylek benim neyim olur,"
,"Yazın gelir, güzün gider"
,Serçe bağlanmışım
,olmazsam vatan gider
,Ölürüm toprak
,"Namus için, vatan"
,vatanın şeyiyim
,"Kıymetim bilinmez, niçin?"
,Leylek göçemem
,Sıkışınca kaçamam
,şeyden geçerim amma
,Vatanımdan geçemem
,Minik serçe benim adım
,vatana doyamadım
,Bayrak benim namusumdur
,Feda olsun kızıl kanım
,Türkçe benim ana dilim
,dili severim
,"işledim, dokudum"
,"Halı halı, kilim kilim"
,Türk oğluyum Türk kızıyım
,cefaya razıyım
,Bayrak bana gölge olsun
,"Akı benim, kırmızıyım"
,S.Burhanettin AKBAŞ...
,
Bayrak,
,Kanımın kızıllığıyla büründün rengine
,Aradım dünyayı rastlamadım dengine
,kıpkırmızı çehren göklerin süsü olmuş
,bembeyaz gözlerin gönlüme pusu kurmuş
,özgürlüklerin özgür kahraman şahı
,tüm gökyüzünün en asil padişahı
,Güzelin güzelliği önünde eğilecek
,Toprak seni öpmek ayağa dikilecek
,Yeryüzüne mutluluk gökyüzüne ışıksın
,Kendi güzelliğine kendin âşıksın
,"Yetimime babasın, anasın öksüzüme"
,"Rabbim, yakın ol diye çıkarmış gökyüzüne"
,"Sende aşk, sende sevgi, sende saklı özgürlük"
,şeyinde özgürsün tek yasaklın; üzgünlük
,mavi gökyüzünün kırmızı süsü bayrak
,Sana âşık olanın gelmez uykusu bayrak
,
Cumhuriyet Bayramı...,
,Yaşasın Cumhuriyet
,Bayraklar dalga dalga
,Dört baştan güzel yurdum
,Genç-ihtiyar yollarda...
,Özgürlük bağımsızlık
,Cumhuriyetle geldi
,Anadolu'mda yer
,Bayrak bayrak süslendi...
,Seksen üçüncü yılda
,Adım adım ileri
,Bize ışık olacak
,ATATÜRK İlkeleri...
,Saltanatlar yıkıldı
,Cumhuriyetle birlikte
,Çağdaş ülke
,Gözlerimiz ilerde...
,Cumhuriyetle kalktı
,Ülkemde halifelik
,El ele kenetlendi
,"dostluk,hem kardeşlik..."
,Cumhuriyeti kurdun
,Yaşa varol ey ATAM
,Ebedi yaşatacağız
,Varoldukça vatan..
,Tirebolu-20 Ekim 2006
,
çıKış tüneli,
,çıkış tüneli görünür
,hayatın son ucu
,yeşil bayrak sallanır
,"geç,damalıya var"
,hızlı değil ha
,yollar sakin olsa
,yavaş dikkatli
,
Sizler(Öğrencilerim),
,Yurdumla vatanım desem
,Damarımda kanım desem
,Tenimdeki canım desem
,Sizlersiniz sizlersiniz…
,"Arı desem, petek desem"
,"Yaprak desem, çiçek desem"
,"Ahu desem, melek desem"
,Sizlersiniz sizlersiniz…
,Yaylalarda sizler çoban
,Dağbaşlarında kahraman
,Yüreğimde dilsiz ferman
,Sizlersiniz sizlersiniz…
,Yıldız yıldız gökyüzünde
,Işıksınız gönlümüzde
,Ümit olan göğsümüzde
,Sizlersiniz sizlersiniz…
,Güzel yurdum köşe bucak
,"Bayrak bayrak, sancak sancak"
,Salih(i) ölümsüz kılacak
,Sizlersiniz sizlersiniz…
,
Kırmızı Bayrak Siyah Sancak,
,KIRMIZI BAYRAK SİYAH SANCAK
,Son kurultayın adı “Turan” olacak…
,Başımızın üstünde Kur’an olacak…
,"Tarihin sahibi Türkler, yeniden,"
,yeryüzünde; nizamı kuran olacak…
,"Türklük’ündür; ay yıldızlı al bayrak,"
,İslamlığındır; yeşil-siyah sancak.
,"İkisinde cihana hakim kılacak,"
,Turan soylu Türkler olabilir ancak…
,4 Ocak 2010 - K.Sinan/Bahçelievler/İst.
,Batur Nafiz TANÇAĞLAR
,' Nafiz Çağlar Budunlu '
,
Memleketim,
,MEMLEKETİM
,"Memleketimin inci inci dizilmiş dağları,"
,"Eteklerinde dizi dizi yayılmış bağları,"
,"Doruklarında toplanmış beyaz kar taneleri,"
,Yan yana sıralanmış köyümün taş haneleri.
,"yeşil deniz olmuş sarı topraklar,"
,"Ağaçlarda mis kokan taze yapraklar,"
,"Köy meydanında atışır sazlı aşıklar,"
,Film gözümden geçiyor eski yazlar.
,"Diz boyu olmuş buğdaylar başak başak,"
,"Dere boylarında çiçekler yaprak yaprak,"
,"evin önünde kurulmuş birer çardak,"
,Mehtaplı gecelerde yıldızlar bayrak bayrak.
,"Yaz sıcağında çadırlar kurulur yaylalara,"
,"Koyunlar, kuzular yayılır çayırlara,"
,"Göçmen kuşları sürü sürü konar tarlalara,"
,Memleketimin güzellikleri sığmaz sayfalara.
,25.11.2003
,SELAMİ UTKAN
,
Yeni Çağın Yeni Çocukları,
,artık gelsin güvercin kanadında kutsal buyruklar
,dua dua yoğrulmuş çocuklar
,isyan etti çağa zamana rıza-yı hak
,yepyeni nesil bayrak bayrak
,en yüce imanın doruğundan kopan çığ
,açılan amentü rahmet yüklü
,şeksiz-şüphesiz
,yepyeni çağ
,ağaçlar çiçeğe dursun özgürlük ap-ak
,çağın kelepçelerini kırarak
,meleklerden mesaj var
,yeni çağın çiçeklerine
,yeni çağın çocuklarına
,
Şehidim Uyanmış Çanakkale'de,
,Tarihinde birlik beraberlik
,Geçmişindeki kahraman asillik
,Günümüzde almış umursamazlık
,Uyuma Türk Milleti uyan uyan
,Son yüzyılına bak düşmanını gör
,Çanakkale'den geçmek istedi Sör
,Düşman uyanık gözlerin olmuş kör
,Uyumuşsun milletim uyan uyan
,Avrupanın geçmişten hesabı var
,Dostlarımızın planları çıkar
,"Gözler kör, kulakların sağır"
,"Gör milletim, duy artık uyan uyan"
,Şehit kanı döktüğün vatan senin
,Uğruna can verdiğin bayrak senin
,İstiklaline kurşun sıkılıyor
,Silkin kendine gel milletim uyan
,Avrupada haçlı zihniyeti
,Amerika sömürüyor ülkeni
,Unuttun şanlı tarihini
,Uyuşmuşsun uyuşma doğrul uyan
,Bak dağlara yuvalanmış eşkıya
,Avrupa yasaları uyutmaca
,Sundukları reçete aldatmaca
,Kanarsın laflarına uyan uyan
,Çanakkale görmedi düşmanı
,Anadolu görmedi düşmanı
,Şimdi dostmu tutarsın Avrupayı
,Dostunu düşmanını tanı uyan
,Türk milleti dünyada kahramandır
,Orta Asya şanlı Türk’e tanıktır
,Toprağıma göz koyan düşmanımdır
,Türk milleti uyuma uyan uyan
,Uyduk birden batılının ağzına
,Gördük kürt açılımı ağızlarda
,Güvenmeyelim düşman batılıya
,Yatmışsın gaflet uykusuna uyan
,"Vatan, millet, bayrak bilesin benim"
,Uyuyor seçtiğim yüce meclisim
,Hakkını vermez şanlı milletimin
,Miskinliği at üzerinden uyan
,Tarihinde bağımsız yaşamışsın
,Dünyaya medeniyeti yaymışsın
,Şimdi batıyamı bel bağlamışsın
,Gör haini düşmanı uyan uyan
,Sarmış Amerikan emperyalizmi
,Kol gezer Avrupanın mezalimi
,Uyuturlar kahraman milletimi
,Vatan elden gitmeden uyan uyan
,Şehidim uyanmış Çanakkale'de
,Atatürk'le koştu istiklaline
,Kurşun sıkılıyor Mehmetçiğine
,Şahlanda kalk ayağa uyan uyan
,Şehidim uyanmış kalkmış ayağa
,Mehmetçik hain peşinde dağlarda
,Düşman sinsice girmiş toprağıma
,Vatan elden gitmeden uyan uyan
,Mehmetçiğim koşuyor şehadete
,Şehitler savaşıyor bayrak elde
,Allah Allah sesleri gök kubbede
,İman dolu göğsünle koş cepheye
,
Türkiyem!,
,"Akdenizin,Marmara, Karadenizin,"
,"İzmir,Bornova, Egedenizin,"
,"Doğusu,Batısı, Güneyi,"
,"Hepsi Türkün yurdudur,"
,"Kuzey ırak'ta kerkükün,"
,"Mertler diyarı musulun,"
,Hepsi türkün yurdudur.
,"Bayrak Ayyıldızlı bayrak,"
,"dalgalanır'ken,"
,"Bunları'da gölgene al,"
,Yaşasın Türkün yur'du
,Dalgalansın Bayrağımız.
,
Kendin Ol Yeter,
,Çekirdekler çatlar toprakta gün
,Kan toplanan yiğit bakışlarında
,Dalgalanır bayrak bayrak düğün
,Zalime çatılmış kaşlarında
,tepe işgalcilerin tepesi
,Onu almak senin kutsal görevin
,sessiz çığlıklar mazlumun sesi
,topraklar benim hakiki evin
,Sana dağlara çık diyemiyorum
,off çekmen dahi yeterli bana
,Münafıkları hiç sevemiyorum
,yandan kuşatılmışım baksana
,Ahların vahların çare değil
,İnciler dökülen göz yaşlarında
,Ey nefsim dahi önümde eğil
,Kendin ol kendinin savaşlarında
,
Karşılama,
,Kadırgalar yaklaşırken limana
,Sevda hüzünleri kaplanır
,Ölümlerin sevinç çığlıklarına
,Şafak horozlarının sesleri karışır
,Ufuktan yükselen kanlı bayrak
,Direğinde kafatasları lanet sancak
,Gülmekle beraber yarı yarıya ağlayarak
,Selamlar sana Cihan efendisi
,
Ah Bilsek,
,Karşımda duran bayrak
,Ahirete dek orada kalacak
,Ah bilsek;
,Geçmişin yarının silahı
,"Marifet,"
,Onu anlayacak olmak pir
,
Yüreklerde...,
,YÜREKLERDE
,“Hayata döndürme” operasyonu
,Koydular adını
,Cihan parçası canları
,Yarına söylenmiş türkülerini
,"Sevdalarını,"
,Umutlarını
,Hoyrat elleriyle
,Hayattan kopardılar
,Şimdi
,33 kurşunlu yürek
,Düğümlenir boğazımda
,“Hayata döndürme operasyonu”
,Koydular adını
,
,Hayat dolu dal bedenleri
,Puslu kış sabahında
,“Ham meyveleri
,Kopardılar dalından”
,Sloganları çınlıyor
,Hoyrat karanlığı
,Yırtıyor gizemli donuk bakışları
,Bedenleri uzansa yerde
,Düşünceleri bayrak bayrak
,Yüreklerde.
,Ocak.01
,
Şehit!,
,"Şehit vatanı ölür,"
,Bayrağının rengine kan verir.
,"Şehit çıkar en yükseklere,"
,Yaradan ona can üstüne can verir...
,vatan can verdin.
,Yüce makama erdin.
,"Ezan dinmedi,bayrak inmedi!"
,Tabi cennettir yerin...
,kabrinde farklı yatacaksın.
,törende anılacaksın.
,"Bayrak dalgalanacak gönderde,"
,Ezanlar dinmeyecek minarelerde...
,18.45/Salı
,19Ocak2010
,
Dirildim Cana Geldim...,
,Nice binbir kağnı sesiyle geldim sana
,Sevgilerim kucak dolusu anam Anadolu'm
,"Fatih benim, Yavuz benim, Alpaslan benim"
,"Dirildim cana geldim, sana geldim Anadolu'm,"
,"Beyler beyim, Kılıç Aslan'ım, Barbaros'um"
,"Vatan'ım, sevgilim, namusum, anam, Anadolu'm"
,"Yolunda ölüp başını vermeyen asker benim,"
,"kanlı bayrak, şanlı bayrak Anadolu'm."
,"Senindir dul anam, gülle taşıyan bacım"
,"Senindir al kanlı, delik kefenli babam"
,Senindir sevgini an haykıran atam
,Ak pak ellerinden öpmeye geldim Anadolu'm.
,"Tarih sensin, çağ sensin, bilmeyenler böyle bilsin"
,"Vatan sensin, millet sensin, namusumsun, kanımsın"
,"Mor cepkenli, al mintanlı, dik bakışlı özümsün"
,"Dirildim cana geldim, sana geldim Anadolu'm."
,30.05.1971 - Saat: 15.10 - SÖKE
,
Şehitlerim,
,ŞEHİTLERİM
,vatan can veren
,Alp-erenler yiğitlerim
,İmanlı göğsünü geren
,Selam size şehitlerim
,Vatanı bölmekse konu
,Mehmet kabul etmez bunu
,Hainlere malum sonu
,Verdi benim şehitlerim
,Vatan toprağı bölünmez
,Hak asla yerde sürünmez
,Kazılan mühür silinmez
,Sildirmedi şehitlerim
,Vatanın yanı birdir
,Hep kardeşiz ülkü birdir
,Bayrak dil dinimiz birdir
,Dedi necip şehitlerim
,Millet topluca irkildi
,Bütün vatana serpildi
,Bayrak burcuna çekildi
,Şükran sana şehitlerim
,17.03.1999
,R.Poyrazoğlu
,
Bayrak  Sızlar,
,Bayrak-sızlar
,Toprak’ta Kemik sızlar
,Gönder’de Bayrak sızlar
,Taşıyan direk sızlar
,Bedende yürek sızlar
,Ay sızlar Yıldız sızlar
,Akıl sızlar fikir sızlar
,Açılımmış çözümmüş
,Milletim avutulur
,Albayrağım yerlerde
,İktidar bayraksızlar
,10-06-2014..Ömer Tekercioğlu
,
Bayramımız,
,"Bugün bizim bayramımız,"
,"Elde bayrak eğleniriz,"
,"Vatanımız cennet vatan,"
,ilinde neşeliyiz.
,"Bayrak vatan kutsalımız,"
,"Zor günlerde birleşiriz,"
,"Dünya barışırız,"
,Dosta güven veririz biz.
,"birimiz kalayız,"
,"Düşman başına belayız,"
,"Kollarda çekilmiş yayız,"
,Hedeflere boşanırız.
,"Cumhuriyet onur bize,"
,"Şeker katar dilimize,"
,"Gül almışız elimize,"
,Gönüllere koşarız biz.
,"Yıldız bizim ay bizimdir,"
,"Ülkem çiçek, gül bizimdir,"
,"Ova bizim dağ bizimdir,"
,"Türkülerde yaşarız biz,"
,"Horon oynar, zeybek oynar,"
,Baş barında coşarız biz.
,Edirne’den Ardahan’a
,Atamıza koşarız biz.
,
Günün Kutlu Olsun Öğretmenim,
,seni
,"Edirne’de, Van’da, Gevaş’ta"
,kara tahta başında
,Kutsal vatan topraklarında
,Cumhuriyetin ilk harcı atılırken görmüştüm
,kararlılık yaratıcılık vardı bakışlarında
,"Güven veriyordu duruşun,"
,İnanç vardı gözbebeklerinde …
,Taşa çamura uzanıyordu
,Kalem tutan ellerin …
,"“Bu memleket, çocuklar benim” dedin"
,Günün kutlu olsun öğretmenim
,"seni,"
,Gencecik yedek subayken
,Menemen’de görmüştüm
,Baş koymuştun çağdaşlığın yoluna
,“Yeni biçilmiş gök ekin”
,“Bu taptaze fidan”
,"“Bu gencecik cumhuriyet şehidi, kim” dedim"
,Hep ağızdan Mustafa Fehmi Kubilay dediler
,"Sonra,"
,Yediden yetmişe
,Cehaletle savaşı anlatırken görmüştüm seni.
,"baktım, tohumu ıslah eden ziraatçı,"
,"baktım, ilkyardımı öğreten hemşire,"
,"baktım,barışın elçisi"
,"Cumhuriyetin bekçisi olmuş,"
,Gönüllere dolmuşsun …
,Günün kutlu olsun öğretmenim
,"seni,"
,"Güneydoğuda,"
,dağ köyünde
,ilköğretim okulunun önünde
,"Karanlıkla nefes nefese gece yarısı,"
,Göğsünü teröre siper ederken görmüştüm.
,Zar zor çıkıyordu ağzından kelimeler …
,Seni pür dikkat dinledim …
,“Bayrak dalgalanacak” dedin
,“İstiklal Marşı söylenecek” dedin
,"Vatan uğruna, bayrak uğruna"
,153 şehit verdin …
,"Şimdi, bayrak sensin"
,Vatan sensin
,"Sana öğretmen değil,"
,Kahraman densin …
,"Uykuların rahat,"
,Geleceğin umutlu
,Günün kutlu olsun öğretmenim
,
a...Vatan Ve Bayrak,
,Ay yıldızlı bayrağım gururla dalgalansın
,Yerlerde sürüyene lanet olsun bin kere
,Onu korumak sevenler halkalansın
,Baş üstünde tutalım vurulup düşsek yere
,"Bayrak bizim arımız, namusumuz, şanımız"
,Feda olsun uğruna damardaki kanımız
,Gerekirse Vatan’a veririz canımız
,"Korumaya ant içtik göğsümüz gere, gere"
,Bayrakla en önlerde Ata’mız harbe gitti
,Düşmanı denizlere dökmeye yemin etti
,Cephane olsa iman güçleri yetti
,Mehmedim süngü direndi uzun süre
,bayrak askerin kanlarıyla ıslandı
,On beşindeydi daha bayrağına yaslandı
,Öyle yiğitti kükreyen aslandı
,"Gitti düşman üstüne ölümü göre, göre"
,Savaşlardan çıkıp nasıl geldik güne
,"Yardım koştular genç, yaşlı, çocuk, nine"
,Vatanını sevenler çekinmez koşar
,Kanlar sel olup aksa kızıla dönse dere
,30.1.2013………..İsmihan Erdoğmuş/ Saat: 01.15
,Dost yüreklerden
,"Bayraksız kalacaksak, ölsün millet ölsün!"
,"Yakmaya kalkan eller, gitsin ayıbı silsin!"
,"Bayrak vatan demektir, vatansız nerden bilsin"
,"Bez parçası diyene, lanet olsun bin kere! '... Mustafa Bay, 'ZEYBEK HOCA'"
,Seni üzüp ağlatan bulmasın vefa darda
,Sabaha umutla bak gelecek müjdeler var
,sev yürekten verme gönlünü zara
,Eden bulur üzülme günün yarını var…..Nazan Yinanç 2
,Şanım şerefimsin arım namusum
,Ecdattan yadığar Bayrağım benim
,Yedi düeldende farklı gururum
,Şehit kanıyla çizilmiş hududum benim....Bülent BAYSAL
,
Bayrağım,
,Bayrağımızla hürüz
,Özü sözü hep biriz
,Bayrak savaşıp
,Seve seve ölürüz...
,Bayrak savaştık
,Nice zorluğu aştık
,Bayrağımız olmasa
,"korkuluk,bir taştık..."
,Gönlümdedir bayrağım
,Odur damarda kanım
,Anlı şanlı bayrağa
,Feda olsun canım...
,Bayrak gökte kuştur
,Ay-yıldızı hoştur
,Değerini bilmezsen
,Senin yüreğin taştır...
,Göğümün ay-yıldızı
,Kanımdan kırmızı
,Sana canını verir
,yurdun oğlu-kızı...
,Cennet benim vatanım
,Canıma can katanım
,Göklerde dalgalanır
,Benim nazlı bayrağım...
,Hür yaşamak ilkemiz
,Cennet bizim ülkemiz
,Uygarlık yarışında
,Yükseliyor sesimiz...
,Bayrağa verdik şehit
,Melekler buna şahit
,Vatan millet hep
,Canın verir yiğit...
,Şanlıdır sancağımız
,Sönmez hiç ocağımız
,Bayraklarla donansın
,Dört köşe bucağımız..
,
Demokratik Sol Parti Adına Düşündüğüm TWITTIR Mesajlarım! . = 000.054 =,
,"BDP; Önce İstanbul İçin Bayrak İstedi: Sonu Diyarbakır İçin Bayrak Olacak! Hizmet; VATANI BÖLMEDEN HALKLARA ULAŞMALI! Çözüm; DSP, Çare; DSP!"
,
Haydi Mehmedim.,
,Beklenen an geldi
,Mehmedim şimdi Kuzey Irak'ta
,Dar edecek oraları hain pkk.ya
,Kaçsanda kurtulamazsın artık
,Gel teslim ol koskoca Orduya
,gaflet delalet nedendir bilinmez
,Arkanda bütün dünya olsa hiç farketmez
,Bilmezmisin Türk Ordusu hiç zaman yenilmez
,Bayrakları bayrak yapan üstündeki kandır
,Bayrak diye salladıgın paçavra adi bez.
,
Al Bayrağım,
,Kan renginde dalgalanan coşkun denizdir
,Ay yıldızın nurlu aksi parıldar al bayrağımda
,Bayrak aşkı kalbimde en derinden izdir
,Kaplar dört yanımı sevdâsı gençlik çağımda
,Süzülür göklerde nazlı gelin edâsıyla dem
,Onun uğrunda al kanlar akıtmak en büyük erdem
,Dünyâ durdukça dalgalansın budur benim gâyem
,İşte kutsal amaç hep yatar adağımda
,bayrak şehit kanlarıyla allara bürünmüş
,Ellerde Allah nidâlarıyla düşmana yürünmüş
,Nice düşmanlar vatan toprağından kürünmüş
,Bayrağımın kahramanlık türküsü hep dudağımda
,"Başı göklerde, adı dillerde şanlı bayrağımın"
,"Sapı ellerde, aşkı kalplerde süslü sancağımın"
,Yegâne garantisi yurdumda tüten ocağımın
,Dalga dalga dalgalan bayrağım hergün şafağımda
,Nice destanlar yazılır tarihe hep bayrak
,Uğrunda canlar vermektir ülküsü neferin
,Nûrlu ayyıldızıdır parlayan kutlu seferin
,Renklerin en güzeli var anlı şanlı bayrağımda
,(14 Nisan 2007/ İstanbul)
,
Yaşamak Değil Ölmek Yakışır,
,Dağların gökçe yüzünde
,bayrak dalgalanır üzerinde
,Kan kırmızı çileli yüzüne
,yıldız ay yakışır
,Şükürler olsun yüce rabbime
,Gülmedi gün soysuzların yüzüne
,Ereriz hepimiz şehitlik mertebesine
,Tabuta kıpkızıl bayrak yakışır
,Dağ taş toprak dile gelir
,Diz çökmüş düşman imana gelir
,Battal Gazi kalkar secdeye gelir
,Göklere uzanan minarelere ezan yakışır
,ölürüm ardımda adım kalır
,Akmaz gözlerden yaş dudakta dua kalır
,Bilmez kafir illaki öcüm alınır
,Bize kılıç birde kalkan yakışır
,
Karadeniz,
,Çırpınırdın karadeniz
,Bakım vatan toprağına
,tarafında kafkasya
,tarafında ana dolu
,Hoyrat hoyrat dalgaların
,Vurur türkün sinesine
,Birleştirmek ister sanki
,Azerbaycan türkmenistan
,derdin bana dellenme
,uzaklarda güvenme
,Azat oldu bak türk illeri
,Kükre coş dalgalarınla
,Haniya destan vardı
,Yiğitlerin kılıç oyunu
,Sakaryanın türküsü
,Şeyh şamilin öyküsü
,Gül artık allah aşkına
,Al bayrak gök bayrak aşkına
,
Ah Gülüm,
,AH GÜLÜM
,Ah gülüm yanaşsan gönlümle barışa
,Güller serperim ayağının deydiği karışa
,Güler geçerim ölüm denilen varışa
,Kimse çıkamaz karşıma yarışa
,Ölüm olsa.
,Ah gülüm tebessüm etsen aşık başa
,Koca dünyayı uğrunda yıkarım baştan başa
,"Bırak bedenini, ruhunla ruhumda yaşa"
,Ferhat-Şirin; Mecnun-Leyla
,sevdamıza ölüm şaşa.
,"Ah gülüm baksa yüreğin, yüreğimdeki nakış’a"
,Adın işli en kıymetli kumaşa
,Dikerim aşıklar diyarında arşa
,Bayrak be gülüm bayrak sevda
,Ölümsüzlüğe dalgalanacak
,Beden toprak olsa da.
,Zekeriyya ÖFKELİ
,
Ay-yıldızlı bayrak Gururum,
,Ay-yıldızlı bayrak Gururum
,Ay-yıldızlı bayrak gönlümdür
,Bütün ezilenlere yeter ışığı
,Ay-yıldızlı bayrak gururlanmak hakkın
,Göklere gurur verdi yıldızın bayrak
,Bütün ezilenlere yeter ışığın
,Ay-yıldızlı bayraksın
,Endişelerim seninle erir
,Gözlerim seninle uçar göklerde
,Mutluluk seni görmek göklerde
,Çiçeği sensin göklerin
,Ay-yıldızlı bayrağım çiçeksin göklere
,Ey kırmızı - beyaz çiçek
,Bahar seni görmek
,bahar yeter bana
,Çiçeği sensin zamanın
,Ay-yıldızlı bayrağım
,Işığı sensin zamanın
,zamanda en ışıklı gözsün
,Şehit kanı var renginde
,Ey şanlı zaferlerin çiçeği
,Memleketime aydınlık senden
,Çiçeği sensin memleketimin
,Ay-yıldızlı bayrağım ay yıldız sensin yolcuma
,Ey güzel bayrak
,Gök yüzünden ay yıldız gelip konmuş yüzüne
,Yakışıyor ay- yıldız bakış yüzüne
,Bakarım bakarım doyulmaz yüzüne
,Çiçeği sensin ışıklı göklerin
,Ay-yıldızlı bayrağım ışıksın
,Göklerde yerin gökler yakışır özüne
,Dünyanın neresine gitsem
,Özlem duydum sana görsem yıldız
,şehitten düşmüş iz yüzüne...
,Çiçeği sensin şehit mezarlarının
,Ay-yıldızlı bayrağım çiçeksin
,yakışıyor sana hilal ışıktan alın
,yakışmış yıldız ışıklı göz yüzüne...
,Çiçeği sensin ışıklı özlerin
,Ay-yıldızlı bayrağım ışıklı özsün
,
2.türkiyem,
,Edirne’den baksam Karsım görünür
,Sarıkamış yürek yakar Türkiyem
,Vatan şehit verse yasa bürünür
,Gözlerinden seli akar Türkiyem
,Malazgirtten başlar şanlı öyküsü
,Söğütte kök saldı Turan ülküsü
,Destanlaştı Çanakkale türküsü
,Anadolun şehit kokar Türkiyem
,Türkü Kürdü lazı hepsi millet
,Al bayrak altında kurdular devlet
,Bundan daha güzel varmı memleket
,kıtaya yolun çıkar Türkiyen
,Toprağında yatar şehit kahraman
,Ruhum büyülenir baktığım zaman
,Şehitler diyarı cennet vatan
,Göğsüne al bayrak takar Türkiyem
,Dadaşı gakkoşu efesi gardaş
,Vatan Millet Bayrak sevgisi paylaş
,Yurduna düşmanı sokma arkadaş
,Erlikte dünyayı yıkar Türkiyem
,Oğuz boylarından gelen Türkleriz
,Kafkastan Balkana hep milletiz
,Hepimiz kardeşiz şeksiz şüphesiz
,Gönüllere sevgi eker Türkiyem
,Türk İslami yoldur aşkı sevdası
,Senlik benlik yapmaz aydın ufkusu
,İlim medeniyet yayar yuvası
,Sevene sevgiyle bakar Türkiyem
,Şehitten emanet şanlı bayrağın
,Atamızdan miras kutsal toprağın
,Bükülmez bileğin çelik tırnağın
,Vatan kurşun sıkar Türkiyem
,Tuncayım yürürüm ata izinde
,Mertlik vardır milletinin özünde
,İstiklal ölüm erlik sözünde
,Burcuna bayrağı diker Türkiyem
,
Hep beraber yürüyelim kol kola,
,"Elimize bayrak alıp gidelim,"
,Millet birlik olup gidelim.
,"Meydanlarda mehter çalıp gidelim,"
,"Haydi haydi haydi uğurlar ola,"
,Başımızı koyduk bizler yola.
,"Vatanı milleti sever sayarız,"
,Bayrağıma karşı saygı duyarız.
,"Ülke koşanlara uyarız,"
,"Haydi haydi haydi uğurlar ola,"
,Başımızı koyduk bizler yola.
,"Işık olur yeryüzünde sönmeyiz,"
,Bayrak olur gökyüzünden inmeyiz.
,"Vatan yürür geri dönmeyiz,"
,"Haydi haydi haydi uğurlar ola,"
,Başımızı koyduk bizler yola.
,"Engelleri aşa aşa gideriz,"
,Bayrak elde coşa coşa gideriz.
,"Vatan koşa koşa gideriz,"
,"Haydi haydi haydi uğurlar ola,"
,Başımızı koyduk bizler yola.
,"Türküleri yoldaş eyler yürürüz,"
,Dilimizde destan söyler yürürüz.
,"Yusuf nice beyler yürürüz,"
,"Haydi haydi haydi uğurlar ola,"
,Başımızı koyduk bizler yola.
,
Sütçü kediler,
,"Aç kalınca tava dibi yalayan,"
,"Dağ başında kodlamalı meleyen,"
,"Toplum yüz karası adamım diyen,"
,Gezer sinsi sinsi sütçü kediler.
,"Yakışmaz insana böyle yaşamak,"
,"Gezer kış gününde bilmez üşümek,"
,"Bulsam seni bana görev kaşımak,"
,Gezer sinsi sinsi sütçü kediler.
,"Üç günlük dünyayı boşa çiğneme,"
,"Vatana bekçilik farzdır boynuma,"
,"Gel harbi ol benim oynama,"
,Mezar kazar sinsi etçi kediler.
,"Köpek dost olurmuş kedide düşman,"
,"Sahibin tırmalar olmazmış pişman,"
,"Köpek sahibine olur danışman,"
,Gezer sinsi sinsi etçi kediler.
,"Taraf tutma bayrak yakan muzuru,"
,"İşi vatan bölmek bozar huzuru,"
,"Yok imanı tanımazki hızırı,"
,Huzur bozar sinsi sütçü kediler.
,"Seni bulmak Mehmetimin dileği,"
,"Mehmet şanlı bayrak altı meleği,"
,"Yiğit Mehmet bükülmezki bileği,"
,Korkak olur sinsi sütçü kediler.
,"Vatan bayrak Atamızdan emanet,"
,"İndirmek isteyen cahil cehalet,"
,"Veysel canın vatana helal et,"
,Dağlarda otlasın sütçü kediler.
,
Sen bayrağı elden bırakma,
,"Haydi dilde dua ile,"
,Bayrağı elden bırakma.
,"Koşup yere düşsen bile,"
,Bayrağı elden bırakma.
,"Sevenler eline alsın,"
,Bayrak bize simge olsun.
,"Meydanlar bayrakla dolsun,"
,Bayrağı elden bırakma.
,"İnsanlar bayramdır sansın,"
,Görenler destanla ansın.
,"Hep göklerde dalgalansın,"
,Bayrağı elden bırakma.
,"görünür göze,"
,Bayrak şevk vermeli size.
