title,poem_cleaned
,Daha ileri gidemem kaybolurum düşlerinde
,zaman sensizlik öldürür beni bitirir bitanem
,
Bir Zaman-1.,
,Yunus'lar Emrah'lar varken sözümde
,Köroğlu dağında yundum zaman
,Aşk burçları yanan nice közümde
,"Kılıncım, gürzüm var sandım zaman"
,Kalkansız akarken kanrevan yaşım
,Cenklere vurunca hançerli başım
,Çamlıbel yolunda çınladı taşım
,Nalların aşkına kandım zaman
,Kır ata atladı yayla yiğidi
,Dağda kayada servi söğüdü
,Hokkayla kaleme takmış dividi
,Şi'rle mürekkebe bandım zaman
,Nutkum tutuluyor elaman dedim
,Meşk ederiz dedi belki Nedim
,Peri suretimde durdu...eridim
,Şeker bâdelere kondum zaman
,Gözleri davette Tarancı* kuşu
,Sefil sancıyla çıkar yokuşu
,Kokar izlerinde yosun kokuşu
,Orhan Veli yöndüm zaman
,"""Anlatamıyorum"" belaya nâzır"
,Sanki yüreğimi mevsimler kazır
,"Ey şehirim, Yahya Kemâl hazır"
,"""Hazan Bahçesi""nde dondum zaman"
,Çekemedi küre aşk tabutumu
,Galiba Fuzuli aldı udumu
,"""Aşk ahu figandır""...bırak umudu"
,"Aşk içre azaptan, söndüm zaman"
,Âh dedi yüreğim sâde âh dedi
,Titreten sürgüne dön günah dedi
,Mevlana; çileye yön semâh dedi
,Semazenler döndüm zaman
,cümle dertten kaybolmak
,Kaybolduğum ânâ kaydolmak
,Vatan bahçesinde hür olmak
,Sevdaya el açmış candım zaman
,Elemin zevkine doydun Nihâl
,Vurdu ay yıldız hüzmesi al al
,M.Âkif gibiydi semâda zuhâl
,Şair dergâhında yandım zaman
,
Bir Zaman,
,başına çocuk
,söyleşirdik zaman
,aşına ekmek
,eyleşirdik zaman
,donarsa çocuk
,ayaz çarpar yüzüne
,giyside yaman
,köyleşirdik zaman
,ağlarsa çocuk
,sevgisizlikten üşür
,yüreğe düşür
,beyleşirdik zaman
,kanarsa çocuk
,ekmekle aş derdinde
,çocuk işçiyle
,bölüşürdük zaman
,yanarsa çocuk
,ana kucağı özler
,verilen sözler
,doluşurduk zaman
,310110-14denizli
,
Nefs 2,
,Nefisin elinden bıktım usandım
,"Yıllarca takipte,yandım ha yandım"
,Dozerle çiğnedim kurtuldum sandım
,zaman zaman yoruyor beni
,Sanki pempe panter ölüm bilmiyor*
,İyilik merhamette yüzü gülmüyor
,Hakka gitsek desem hiçte gelmiyor
,zaman zaman kırıyor beni
,iysin desem hemen sarıyor
,İyileri kötü deyip karıyor
,Fırsat bulsa silah tarıyor
,zaman zaman arıyor beni
,21-04-2009
,*pempe panter çizgi film kahramanı
,
Zaman,
,Ömürden gitti kocaman yıl daha
,çabuk akıyor zaman denen mefhum
,Kadrini bilenlerde vakit nakitten paha
,derdi döküyor zaman denen mefhum
,Zaman içinde zaman akıp gider zaman
,"Kimi aklı başında, kimi başında duman"
,Belirsiz yaşamanın belli sonu yaman
,Habersizce çöküyor zaman denen mefhum
,Belirecek mutlaka meçhul değil akıbet
,Hayatın akışını iyi kötü takip et
,Uzak değil ölüm gelecektir nihayet
,Bak belini büküyor zaman denen mefhum
,Haddi hesabı kayıp yoldan çıkmış sürünün
,Aman olunda Hak yoluna bürünün
,Ahretin tarlasında biçeceğin ürünün;
,Tohumunu ekiyor zaman denen mefhum
,Sıdkı iman olanda değil hiçbir şey boşa
,Fark etmez artık ölüm gitsen koşa koşa
,İster acıya gark ol istersen mutlu yaşa
,Seni içe çekiyor zaman denen mefhum
,Yılların ardı sıra hoyratça bakıp durduk
,Bitmeyecekmiş durmadan kafa yorduk
,Tozpembe hayata nice hayaller kurduk
,Acımadan yıkıyor zaman denen mefhum
,"Neden hiddetlenirsin, neden kaşların çatık?"
,Farz et son nefesi ciğere son kez kattık
,Uyan artık ey gafil uyan gafletten artık!
,Göz ucuyla bakıyor zaman denen mefhum
,31.12.2013
,
Gidenlerin Ardından,
,"Saklanmış gül yaprağıdır zaman,"
,Yıllar öncesinden kalan
,"dondurursun zamanı,"
,Gidenlerin ardından…
,"Acıklı bestedir zaman,"
,Telin incesinden kalan
,"çalarsın kemanı,"
,Gidenlerin ardından…
,"Yanık türküdür zaman,"
,Gurbet yolcusundan kalan
,"anlarsın vatanı,"
,Gidenlerin ardından..
,"Kurak topraktır zaman,"
,Buğday çiftçisinden kalan
,"küflensin sabanı,"
,Gidenlerin ardından…
,"Yıkık duvardır zaman,"
,Aslı hancısından kalan
,"kararsın kazanı,"
,Gidenlerin ardından…
,"Hüzünlü busedir zaman,"
,Ayrılık gecesinden kalan
,"özlersin anı,"
,Gidenlerin ardından…
,
Kız Sen Ne Zaman Büyüdün,
,Önceki gün minicik bebektin
,"sevimli tatlıydın,"
,inatçı bağırgandın
,"Çığlıklarınla tüm mahalleyi ayaklandırırdın,"
,Kız zaman büyüdün
,"Dün, düşe kalka bakkala giderdin"
,Arada bize ekmek alırdın
,"Cicili elbiselerinle tıpış, tıpış yürürdün"
,"Kız sen, zaman büyüdün"
,Bugün liseyi bitirmek üzeresin
,Çocuk bakımı uygulamalı dersin
,Çocukları doyurup beslersin
,Allah’ım kız zaman büyüdün
,bizim bebeğimizsin
,Yandan yırtmaçlı deriz Feray’dır adın
,zaman neşelisin güldürür bizi krize sokarsın
,Sonrada altına kaçıranların seyrine bakarsın
,"Kız sen, zaman büyüdün"
,Oldukça güzel alımlısın
,Gözü üstündedir tüm gençlerin
,Boş ver tosun paşayı fındıkçıyı
,daha iyilerine layıksın
,Öncelikle mesleğini elin almalısın
,"Kız zaman, zaman büyüdün"
,Okuldaki ev işlerinde başarılısın
,Yaptığın kahve üstünde at yürüsün
,"Temiz, tertipli mütevazisin"
,Bunları öğrenmeye nasıl zaman bulursun
,"Kız, kız zaman büyüdün."
,Korkuyorum kaparlar seni kısa zamanda
,Koparırlar bizlerden belki memleketinden
,Mutlaka olacak yapalım zamanla
,Dileğim yaşa ömür boyu mutluluklarla
,"kız, kız zaman, zaman büyüdün."
,
Çirkin bir zaman,
,Çirkin zaman
,Gözlerini kırpmadan
,Vuruyor acımadan
,Tek kelime konuşmadan
,Çirkin zaman
,Dostunu tanımadan
,Daha güneş doğmadan
,Öldürüyor durmadan
,Çirkin zaman
,Aşk toz duman
,Dizeleri okumadan
,Gömüyor yaşamadan
,
Alışıyor İnsan,
,Beklenmedik anda hayal kırıklığına
,Gönlümüze açılan apansız yaraya
,"Acılara, zamansız ayrılıklara"
,Zaman zaman alışıyor insan
,Olmasa hiç dert ortağın
,Ayakta durmayı başaracaksın
,En büyüğünü yaşasan acıların
,Zaman zaman alışıyor insan
,Umut dalımız sararıp solsa
,Dert tasa bizi bulsa
,Olmasını istemediğimiz yalnızlığa
,Zaman zaman alışıyor insan
,04.03.2004
,
Eylem,
,özgürlüğünü seç! ! !
,-
,"Başı bulutlarda,"
,ayakları yere sağlam basılı
,zaman yavru çalı.
,Hiçbir şey saklamazsın
,kendini salıverdiğin kendinden.
,Ranzada birkaç nöbet;
,"avcunda,"
,buzdolabı kapağından
,"alınma süs uğurböceğin,"
,kafanda aklın …
,"Yan yan yürüyen yeni yengeçler varet,"
,kurumasını engelleyeceğin
,göller ile.
,"Çık ranzaya, doluş;"
,merdivenin kısa mesafe.
,Niye
,hakça zamanlarda
,yargısız infaz?
,Giyotin bıçak tereyağında
,şerbeti aşkın …
,Diyelim
,küçük Karamürsel’de
,"yeni, New York kuyruk;"
,Kuyruğa girdi yolluk.
,Kaç jenerasyon beklenebilir
,çay
,"haber,"
,telefonda gece.
,“Niye yok yüzük.”
,Gece uyunulan zor gece.
,"Sabah,"
,fır.. kuyumcu.
,*
,"Raptiyeler ovasında,"
,yere çakılı hepsi.
,"Aşk, şanlı uğurlu"
,"kanatlanmış raptiyeler ama,"
,metal kenarları yukarı bükülü.
,Hele koşmalı! !
,Belki rüyadır hepsi.
,Rüyayı ortaya çıkaracak rüya
,"gene,"
,zamanki …
,Nasıl böyle olmuş?
,Kanatlanmış raptiyeler.
,Dikenler
,yere doluştu dikilmeyenler
,selamsız davetsiz.
,Geçtiğimiz kan okyanusunda
,"enerji var, yılgınlık var."
,"Kurtulmak var, kaybetmek var."
,"Sevmek var, sevilmek:"
,sana bıraktım:
,Sanma kötürümdür
,bezeleşmişliği bezdirilmemiş sevgilinin
,"sevgilinin, onun"
,sevdiceğe bıraktığı özgürlüğün.
,"Var aklın, fikrin var;"
,olmaksızın panik karar işe yarar.
,"9:56, sabah daha;"
,deh! dün gece sabaha vardı.
,yazı dileriz
,ilkbahardan sonra.
,sonsuz olsun.
,"Yollar bulunsun, km taşları dursun."
,*
,"Çiçek okyanusu,"
,artsın varoluşta hep arıların.
,"Renkli çiçek tozları, polenler"
,"havada uçuşup dursun,"
,keyif versin.
,Ağaçlarla bezensin ormanlar
,kaybolan erkek peri bulunsun
,saklanmış kızberi
,"çetrefilsin, karışıksın, adının"
,denli olduğuna yansıttığı gibi.
,Yoksa değil misin?
,Karmaşık değil misin.
,Saat 10:05
,kuşlar cikliyor şehirde dışarıda.
,Bilgisayar yazıda.
,Otomata takılmış
,hislerin beşiği;
,"hissedebiliyor musun, yanda,"
,tahta çekmecelerin üzerindeki yeşile fildişi
,kültablasından başını uzatan kaplumbağayı…
,Aklın kuyruğuna asılmış merak
,"zeka kuyusundan çıkar iken,"
,"en dip ışık,"
,duygularımız
,"birleşikliği göklerin,"
,yıldızların nezaketi …
,"Şehirde misin,"
,okulda?
,Koşup oynuyorsan neşelisindir.
,"Kötü, korusun Tanrı, hasta isen."
,"Yan gelip yatıyor isen, düşünceli…"
,yastaysan.
,*
,Dalgaları dövüyor
,denizin
,kıyıları;
,"altın kumsal bağırıyor,"
,dövünüyor -bir nevi…
,Kumda fırtına başladı.
,Sanki hayat
,kendini katmaya çalışıyor
,direnenlere zamana.
,Hayatla zaman farklı şey ama?
,Yükseldikçe
,"rutubet derecesi,"
,patlak veriyor arzın nefesi
,-poyraz-
,düne kadardı zaman.
,"Damla damla yağdırılan yağmur,"
,"emek fidanları şimdi ağaç oldu diken bahçelere,"
,kurumuş sonbahar seviyesince
,"çıkmaz sokaklara,"
,süzülmüş hissedilmemiş
,vampire gecelerinden birinde
,ıssız tuğla sokak
,bela örtünüyor şafağı sivri dişlerinde
,güz seviyesince
,aldığı mevsimlerin ölümü’nden.
,Amasla! ! !
,"Rockfeller dağa çıkmış, çıkmış kaçmış;"
,Virgin Records’la Rich Richie
,balonla yolculuk yapmış. ‘Ya bizim? ’ derler ha
,‘..bizim bunlardan eksik neyimiz…’
,"Canım, canım, canımmmmmm,"
,birbirimizin herşeyiyiz.
,*
,Soralım pergele
,"çizdiği çizgiyi, demiş:"
,"‘Ben, kurşun üzerinden"
,"düz çizdim; dersek,"
,iğneli taraf esnek battı.
,"Kağıda batan iğneli bacak,"
,"giderse sorup, sorup duracak;"
,"yaparsa aksini, mutlu olacak."
,"Kağıda batan iğneli bacak,"
,tahta masaya değin batmadın mı?
,"Hoş, tren var Karayip’e;"
,"iyi de, kaç kişi olacak içinde."
,"İki dersem armut, dersem elma"
,iki vücut yürek’te olur asıl sevda
,"‘bir sevda’, ‘tek’ vagonda olama!"
,Sessiz kondüktör
,geziniyor aramızda.
,Varolmayan aralıklar
,zorlanıyor oluşturulmaya.
,Olan şey bundan sorumlu olamaz!
,Konamaz bilekler baltaya.
,"zarf olamaz mektuba, ayrılık gibi…"
,"Yoramaz çift taraflı emeği,"
,sapan tepkisizlik hüneri!
,Bunun adına
,silinmek denemez!
,tren silinmiş?
,"Defterin kendisi, defter! tren de…"
,trendeki sevgili? neden silinsin?
,Gamalı haca İsa çaktı ki!
,Su içip içmedim dedi ki!
,Sevdip terk edicem dedi!
,*
,Konuşunca algılayan insan
,"konu ettiğini,"
,konu komşu “iyi..” deyip
,"geçse bundan,"
,bilirsin …
,"Konuşmak,"
,nefes alıp söze başlamak
,zor değil
,gün yaptığımız şey
,"olanca basit,"
,"Düşündüğümüz, aşk, sevgi nefretsi asit;"
,seferlik …
,"kuruntular,"
,komik.
,"Komik, acı…"
,anlayabilir insan
,"düşünmeyi reddederse,"
,farkına neyin varabilir
,kendinden aykırı olmayan hakkında
,"konuşmazsa, tek kızarsa, onla."
,tarafında
,"akıl işlemeli, aşkın."
,"Diğer yer, duygu dolsun."
,Öyle zaten.
,Öyle zaten…
,Diğer yer! ! ...
,Saatin yelkovanında yaratacağımız
,birkaç zamansal kırışıklık
,gelecektir üstesinden
,"kuyruğuna akrebin, ahtapotun kollarının."
,Yola çıkmadan önce
,vardığımız yola çıktığımız yere varabileceğiz.
,*
,Oklu kirpinin içinde
,iki taraflı inançlı aşk.
,Akşamın sekizbuçuğu sabahın dörtbuçuğu.
,Akşamın dokuzbuçuğu altısı sabahın.
,"Akşam daldayız, sabah kuş…"
,Kurusun sevgiler
,rüya kabus değildir
,asla olmayacaktır!
,Çölden geçirilen kablolar
,trafosudur anayurdun vahasının! ! !
,"Tanıyanlarca bilinir,"
,vaha anayurt:
,"kişi değil, tümden …"
,"Bütünden varolandır, yaşayan."
,"Yoka, yoksa ölü olmak kolay."
,Ölüm nedir? Yoksa ölü müyüz?
,Öleceğiz diye birgün
,vazgeçilmez bugünden!
,Onurun ayaklar altına alınmaması
,"esas, cesaretin ibresi."
,"yani: “Bak, gördün mü.”"
,diyebilesi tanıdık ses
,aldıysa ders sürüyle tecrübeden;
,"korkup kaçması,"
,bundan kendisini suçlaması
,gerektiğini sanmasından mı?
,Halbuki ak pakım ya.
,Herkes tecrübelendi a canım.
,Değer veren konuşur.
,"Bak, laf ettim, laflar…"
,"Kov bakalım, “istersen..” niyetli başlayan…"
,Sayfiyedeki sivrisinek değilim.
,*
,"Çıkmaz keyfi Tunalı’nın,"
,"çıkmaz,"
,çıkmaz!
,Can çıkar huy çıkmaz.
,Çıkmaz!
,şey karar arefesi
,"uzak şafağa,"
,gecenin üstüne bindirilmiş
,soluk alış verişlerinde gündüzün.
,"Zor, kolay."
,Zannı sessizliğini
,gecenin
,"dinleyen kulak, ağaçlar;"
,fırtınasını biçiyor
,"görünmez cellat aszrailin, Zs anna …"
,"Yaz memleketinde, aşktan nem kapmış"
,arsız sevgilerin yoğunluğunda;
,"neden bunca sessiz kalası,"
,bitirilmemişlik!
,Kalpte yaşatılan.
,öpücük
,binbir buse
,"çehrelerde,"
,"sürüyle gönül, gülücüklerde;"
,el tutuş
,binbir buse çehrelerde:
,"Can çıkar, huy çıkmaz. Varmaz"
,beşik şehir alan sellere!
,Gerekirse hep baharda kalırız.
,Gerekirse yaza varmayız.
,Asla ayrılmayacağız.
,Uğurböceğini salmayacağız.
,*
,"Hayat,"
,karadelik sınırı olay ufku.
,Daima ışıklı netlik net mi?
,Tekilliğe düşen parçacık
,kaçan eşini etmiyorsa kopya:
,sarf buna tersinme
,"sırf sebepli olmayan,"
,şey çıkaralım dışarı halde
,ihtivalarımız usulü.
,"Ah, bak olacak! ! !"
,Ağızda sıkılan kemik dişler
,44lüğü Callahan’ın
,"içerdeyken debelenen yumağın,"
,Sur çekilen kayaç setler ile.
,Sabırtaşı öfke ayrı şeyler mi?
,‘Tut şunu Sensei! ;
,"verdiğim eli, vermiş olduğum da."
,vardır diye sorma.
,konuş!
,Konuş! !
,"Ey ses tellerine anonim getirilen makas,"
,makas yanacıklardan almaya
,çalışıyorsun
,hepsi
,aynı yumak!
,Aynı yumak! !
,Les Revenants:
,"Göze görünür, ebedi nefrit,"
,uğursuz çapulcuları sessizliğin;
,bitkileri rahat bırakın!
,Sarmaşığın hüneridir Ahtapotun suçlu kolları
,değil kör gözlü masumu oynamak! !
,*
,Toprakta esen kısık
,"şiddetli rüzgar,"
,tüm mızraklarını düşür istersen
,gürlemeyecek olmaların’dan hepsi hedefini bulsun isterse
,"dilerse yaksın o, yıldırımlar!"
,Tüm sokakları geçilmeye
,odak içine girilen kurgu mitos labirent.
,fare sivrisinekten farklıdır
,insan
,insanüstüdür! !
,"Köşelerden susulan ayna,"
,dendiğini sanıyorsun yansıtıyorsun!
,Yalanı olmayan
,biri kandırıyor (seni)
,"yalancıktan, tüm yüzeyleri!"
,İşte amazon kraliçesi leydim! ! Size ayrılan
,sadık bukle karşıki dağlarda
,"onların kendisi o,"
,titrek şövalyenizse
,"dağı buradan izliyorum, yönetiyorum."
,"Yeterince zaman geçmeksizin,"
,ulaşmak karşıki dağlara istiyorum.
,Burada ‘burada olan şey’ sadıklık:
,"Sadakat demiyorum, onun olmayışı"
,"bilirsiniz yok. Cesaretse, yok dağda bile."
,"Dağa katmalı cesareti, almalı ordan sadıklığı."
,"Belki dağın kendi anayurt da,"
,cesaret avurtlarda halihazır zaman da.
,"13,5 milyar Kuasar,"
,yıl-zaman ışığın dansında…
,Planck Duvarı ortadan tüme denklendi
,ikiye parçalanan olmadı…
,*
,"Bekçisi olduğu Freddy’nin,"
,kızarmış fırın kabuslarda
,kızıl gezegende
,birileri bekliyor
,derin depo kaldırımlarda.
,yüzden asfalta çıktım gene.
,kaldırımlarda fazla
,park ediyorlarmış canım.
,Zor oluyor yürümek…
,"İşte, buradayım."
,İşte ordayım.
,kanca attım depoya
,"rüya’dan, değil kabuslardan."
,"Kaldırımdan değil, asfalttan …"
,"“Dağdaki kim, oraya bakan kim” deme!"
,Geçen arabalar hep içinden
,"geçiyor, değil mi?"
,Zaten içimizden geçiyor
,envai dalga boyu ışık.
,"enerji, madde …"
,Hep içinden değil mi? …
,görünmezsin sevgili.
,"Kavrarım seni,"
,bırakmayacağıma değin! !
,nasıl şiddetli! ! !
,"nasıl şiddetli,"
,Yeterince sarsıcı evrenini
,artan da…
,“Kudurdum” sanma
,kudurdum.
,"Şımarmak kim kim,"
,yok
,*
,"Fena bıcı yapmalısın,"
,üstüne çehre
,yıkamalısın. Musluğu
,avuçlayan Suya kendini verirsin
,almaya olurun’u.
,parlak öğlen yaz güneşi
,tüm dünyayı kundak sarmaladı.
,Parçalasın tüm hücrelerimizi! !
,"Sonra sağnak yağmur,"
,‘süren ‘aylarca’ ‘yüzlerce yıl’’…
,Uyandığımda
,tarafı kar kaplamıştı.
,Uyuduğunda uyanmıştın
,sevgili.
,İlkbahar hiç bitmiyor.
,Bahar hiç bitmiyor sana
,hep kış.
,"Kış, kış kış yapmaz"
,karının altında yatan
,dirilmeye doğaç ot örtüsüne.
,Hiç sorma
,neler yaşadı tükenmeyiş.
,Sera etkisiyle sararan ortam
,geçti sanki bize de;
,"tersinmesiyle vuku buldu,"
,buhar gidiş yağmur dönüş-geliş.
,Zar kaplamalı som saati
,"büken boyutsal bilek,"
,Nehri akıtmaya muktedir ol
,süre.
,"Sonra yeniden kendin olursun,"
,saygında kusur etmezsin.
,-
,Haziran 08 ‘07
,
Bir zaman,
,"Düştüğün gün,kimse tanımaz seni,"
,"Dost bildiğin,ele döner zaman."
,"Umut kapıları kapanır,"
,Altın denen pula döner zaman
,"Minnet ettirirler,namert eline,"
,"Düşman değil dostlar güler haline,"
,"Ummadığın,balta vurur beline,"
,Yaprak düşmüş dala döner zaman
,"Gönül kışı dağ başında yaylamaz,"
,"Olu olmaz handa kervan eylemez,"
,"Dil sussa gözler yalan söylemez,"
,İpek şalın çula döner zaman
,"Attığın adımı sayarak yürü,"
,Tek tek belli olur insanın türü.
,"Kuzu dersin,kurttur girdiğin sürü,"
,türlü hale döner zaman
,"Köprüsü olmayan sudan geçilmez,"
,"Atlas,libas kör makasla biçilmez."
,"Namert sofrasında şerbet içilmez,"
,Dost sitemi bala döner zaman
,
Ne Zaman,
,tereddüt var
,kararsızlık herkeste
,Bilmiyor kimse zaman nerede
,beyinlerde çöreklenen yılan
,zaman zaman?
,kargaşa telaş
,şey Karışmış birbirine
,Kimi sakin heyecan var kiminde
,Soruyor herkes dakika an
,zaman zaman?
,nereye gider nerden gelir
,Bilinmez kim nereden belirir
,"Kim durur, kim sürüklenir?"
,cıvıltı uçan kuştan
,zaman zaman?
,Dün başlamıştı
,Bugün nasıl olup bitti
,günler su akıp gitti
,hışırtı ağaçlardan
,zaman zaman?
,Sonu yok kararsızlığın
,Huzur gelmeyecek türlü
,Kaygılar devam edecek sürü?
,Bitsin iş diyor insan
,zaman zaman?
,
Zaman,
,Zamanlı zamansız üzüldüğüm oldu
,Zamanı zamansız harcadım
,"Zamanla yaşananlar, zamanla unutuldu"
,"Bazen zaman geçmedi, bazen zaman yetmedi"
,Zamanında diye başladı cümleler
,"Zamanındaydı herşey, zamansız bitti"
,"Zamanla hüzünlendik, zamanla neşelendik"
,"Kendimizden geçiverdik, zaman zaman"
,Zamanı zamansız harcadım
,Zamanlı zamansız üzüldüğüm oldu
,"Bazen zaman geçmedi, bazen zaman yetmedi"
,"Zamanla yaşananlar, zamanla unutuldu"
,
Beyaz güvercinsin ecevit,
,uç gökyüzüne beyaz güvercinim uç
,özgürlügü barışı kardeşlıgı temsil edersin
,adın karaoglanla anıldı zaman
,güzelsin rengin güzel barışı anlatırsın zaman
,tutsak olsan çırpınırsın zaman
,özgürlük kardeşlik bariş dilersin zaman
,birlikte yaşamayı sagların zaman
,güzelsin rengin güzel barışı anlatırsın zaman
,senin adınla özleşmış temiz insan
,tarihler yazacak tertemiz insan
,vatanını seven yurt sever insan
,adınla karaoglansın karaoglan
,tarihler seni anlatacak oldugunu
,kıprısla anılacak fatih oldugunu
,taviz vermedin bilirlerdi türk oldugunu
,seni herkes bilecek karaoglan oldugunu
,özgürlügü barışı kardeşlıgı severdin
,ülkende nice hayınleri yendin
,herşeyi içine attın sır vermedin
,karaoglansın karaoglan
,ruhun şadolsun ülkemizin başı sagolsun
,bülent ecevit
,
Zaman,
,İki melek gökten iner
,Seninle birlikte secde eder
,Yüce ALLAH'dan şefaat diler
,Sabah namazı kıldığın zaman
,Dünyayı ayrı huzur kaplar
,Gönlünü tarifsiz mutluluk sarar
,Yüce Mevla rahmetini sunar
,Öğle namazı kıldığın zaman
,anlasan bırakamassın asla
,şeyi bırakıp gidersin huzura
,Sende varırsın rabbimizin katına
,İlkindi namazı kıldığın zaman
,Rahmet nuru dünyayı sarar
,Şeytanın tuzaklarını çevrenden kovar
,Melekler ruhuna mutluluk saçar
,Akşam namazı kıldığın zaman
,Önünde açılır rahmet kapıları
,Üzerinden alınır cehennem azapları
,Yüce ALLAH siler günahlarını
,Yatsı namazı kıldığın zaman
,Hiç bakmassın zifiri karanlığa
,Ellerini açıp yalvarırsın ALLAH'a
,Huzur içerisinde ulaşırsın sabaha
,Teheccüd namazı kıldığın zaman
,
Ağlarım zaman zaman,
,"Hayatım yaşantım hüzzam bahtım,talihim hüzzam"
,Yaralarım katmer bağlamış sandım ki. cüzzam
,Mutluluğa olmıyacak küçücük imzam
,"Gülmedim hiç zaman, ağlarım zaman,zaman"
,Gizlilik merhemdir kalbe gizlilik erdem'lik
,Mecbur severim köşelerin en kuytularını
,Acım'la bölemem can dostumun uykularını
,"Ödemekle mükellefim,derdin arzularını"
,"Gülmedim hiç zaman, ağlarım zaman zaman"
,Gizlilik merhemdir kalbe gizlilik bencil'lik
,
Zaman,
,Azalıyor veya çoğalıyor zaman….
,"Azalıyor gün geçtikçe,"
,Çoğalır farketmedikçe
,İçimizden geçen zamandan….
,"Zaman,"
,"Farketmedikçe,"
,"Geçer,"
,Zaman ötesi
,Biryerlere gider…
,"Hergün azalıyor görünen zaman,"
,"Çoğalıyor,"
,"Bizden öte,"
,birşeylerin gerisinde…
,Zaman…
,"Sen,"
,"zaman,"
,Hiçbirşeysin!
,
Nice Zamandir Unutulmus Sözcükler,
,Nice zaman sözcüklerle adimladim dünyayi
,Nice zaman ölümü sözcüklerle yendim
,Nice zaman sözcüklerle geri döndüm
,Ahhh......nice zamandir sözcüklerle susmayi ögrendimdi
,unutmam lazim
,artik unutturmam
,Nice zamandir unutamadim daha
,
Çoğu Zaman,
,duygunun arkasına saklanırız çoğu zaman
,Yüzleşmek zor gelir yaşadıklarımızla.
,"Çoğu zaman kaybolur, zaman değer verdiğimiz değerler."
,Tam gerçekleşecek zaman geldi derken
,Körelir artık içimizdeki düşünceler
,Hep tek pencereden baktığımız hayaller
,"Bizi mutlu kılan; sevgiye, sevgiliye değer katan düşünceler"
,zaman gelir yerini duygulara bırakır
,Tutmak ister insan akıp gideni
,Durdurmak ister insan yaşanıp biteni
,Bulmak ister sevilip sevdiğini
,Derken zaman kalmaz şeyi yaşamaya
,Yavaş yavaş yaklaşmıştır beden yaşlanmaya
,"İşte an korkar insan, dönüp arkasına bakmaya"
,
Götürme,
,GÖTÜRME
,Geçen günlerimle alıp götürme
,"Zaman, bana bırak sevdiklerimi"
,Habersia kalbimden çalıp götürme
,"Zaman, bana bırak sevdiklerimi"
,Gözlerim felekten gece çalsın
,Beni soranlara hatıra olsun
,Takvim yaprağında yazılı kalsın
,"Zaman, bana bırak sevdiklerimi"
,Gündüzümde sensin gecemde sensin
,Bilirim geriye dönmeyeceksin
,Benim gözyaşlarım benimle gelsin
,"Zaman, bana bırak sevdiklerimi"
,Hasretlik yükünü taşıyorsam
,Acılar benimdir yaşıyorsam
,Yokuşlar benimdir koşuyorsam
,"Zaman, bana bırak sevdiklerimi"
,"uç gökyüzünde, kal yıldızlarla"
,çağla dört mevsim coşkun sularda
,"dinle kuşları, gül baharda"
,"Zaman, bana bırak sevdiklerimi"
,İmsak KILIÇ
,
Gökmavisi Bir Turna,
,gece duygular böyle giderse
,kirpikler kirpiğe değmez zaman
,ruhum olur gökmavisi turna
,gurbet ele kanat vurur zaman
,gördüğüm pazarda bezirgan
,dert alırım dert satarım zaman
,yoğunlaşır düşünce duygu
,pirinç taşı ayıklarım zaman
,uyku tavşan avcı misali
,boş atarım boş tutarım zaman
,özlese deli gönül huzuru
,gidişle bulamaz zaman
,
Ahir   zaman,
,Belirdi nice alamet
,Zaman ahir zamandır
,Ansızın kopar kıyamet
,Zaman ahir zamandır
,Önce gök gürlemesi
,Sonra suların gelmesi
,Güneşin tersden dönmesi
,Zaman ahir zamandır
,"Zina, bina tamamdır"
,"Faiz, haram amandır"
,Ogün çetin yamandır
,Zaman ahir zamandır
,Sesler gelir derinden
,Dağlar oynar yerinden
,İnsan kaçar biribirinden
,Zaman ahir zamandır
,"Deccal geldi, gelecek"
,İsa belirdi inecek
,Mehdi hüküm verecek
,Zaman ahir zamandır
,
Aşkın Ters Düşümü,
,Ölümden kaçmak istedim
,Aşkı tanıdığım zaman
,Ölümün sıcak olduğunu öğrendim
,Aşkı yaşadığım zaman
,Aşka özlemle sarıldım
,Ölüm yaklaştığı zaman
,Aşkın acımasız olduğunu öğrendim
,Ölümü özlediğim zaman
,Zamanın kısa olduğunu gördüm
,Aşka düştüğüm zaman
,Zamanın gereksizliğini öğrendim
,Aşkı kaybettiğim zaman
,
Deniz ve Ben,
,bendeniz
,aynı deniz
,zaman zaman
,hafif dalgalı
,"sessiz, sakin"
,zaman zaman
,fırtına öncesi
,sessiz sakin
,zaman zaman
,fırtınalı
,dev dalgalı
,bendeniz
,fırtına sonrası
,"sessiz, sakin"
,"deniz ki,"
,yani bendeniz.
,"Ankara,25.5.1991."
,
Zaman,
,Zaman
,Yanmışım birde kavurdu beni
,Yeliyle çöllere savurdu beni
,Felek vurdu birde vurdu beni
,Ele çömert bana kuraktı zaman
,Dedimki hayata pembe bakayım
,Bulanık değil durgun akayım
,Artık kafa tutma senden yakayım
,Dertlerle başbaşa bıraktı zaman
,Rüyamda görmüştüm hayale daldım
,Kendimce yeni kararlar aldım
,Beyhude çabalar bak yalnız kaldım
,Benim hayalimden ıraktı zaman
,Suçum neyse söyle bende bileyim
,Bağışla diyerek af dileyim
,Dindir acımı yaşım sileyim
,usta yanında çıraktı zaman
,doğdum doğalı benle uğraştı
,Çocukken ağlattı gözümde yaştı
,Oynadığın oyun boyunu aştı
,Kader oyununda kırıktı zaman
,
